can you name a film directed by [Paul Wendkos]	can you NODE_PROPERTY_ENTITIES a NODE_LABEL_ENTITIES NODE_PROPERTY_ENTITIES by AD_HOC	can you name a Movie directed_by by AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Paul Wendkos') RETURN DISTINCT m.name LIMIT 1	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Paul Wendkos') RETURN DISTINCT m.name LIMIT 1
[Zack Snyder] was the director of which films	AD_HOC was the NODE_LABEL_ENTITIES of which NODE_LABEL_ENTITIES	AD_HOC was the Director of which Movie	MATCH (d:Director)-[r]-(m:Movie) WHERE toLower(d.name) = toLower('Zack Snyder') RETURN DISTINCT m.name	MATCH (d:Director)-[r]-(m:Movie) WHERE toLower(d.name) = toLower('Zack Snyder') RETURN DISTINCT m.name
[James B. Clark] was the director on which movies	AD_HOC was the NODE_LABEL_ENTITIES on which NODE_LABEL_ENTITIES	AD_HOC was the Director on which Movie	MATCH (d:Director)-[r]-(m:Movie) WHERE toLower(d.name) = toLower('James B. Clark') RETURN DISTINCT m.name	MATCH (d:Director)-[r]-(m:Movie) WHERE toLower(d.name) = toLower('James B. Clark') RETURN DISTINCT m.name
[Robert Resnikoff] was the director of which movies	AD_HOC was the NODE_LABEL_ENTITIES of which NODE_LABEL_ENTITIES	AD_HOC was the Director of which Movie	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Robert Resnikoff') RETURN DISTINCT m.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Robert Resnikoff') RETURN DISTINCT m.name
what is a film directed by [Eddie Murphy]	what is a NODE_LABEL_ENTITIES NODE_PROPERTY_ENTITIES by AD_HOC	what is a Movie directed_by by AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Eddie Murphy') RETURN DISTINCT m.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Eddie Murphy') RETURN DISTINCT m.name
what movies did [Albert Zugsmith] direct	what NODE_LABEL_ENTITIES did AD_HOC NODE_PROPERTY_ENTITIES	what Movie did AD_HOC directed_by	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Albert Zugsmith') RETURN DISTINCT m.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Albert Zugsmith') RETURN DISTINCT m.name
what did [Garth Jennings] direct	what did AD_HOC NODE_PROPERTY_ENTITIES	what did AD_HOC directed_by	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Garth Jennings') RETURN DISTINCT m.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Garth Jennings') RETURN DISTINCT m.name
[Joël Séria] directed which movies	AD_HOC NODE_PROPERTY_ENTITIES which NODE_LABEL_ENTITIES	AD_HOC directed_by which Movie	MATCH (d:Director)-[r]-(m:Movie) WHERE toLower(d.name) = toLower('Joël Séria') RETURN DISTINCT m.name	MATCH (d:Director)-[r]-(m:Movie) WHERE toLower(d.name) = toLower('Joël Séria') RETURN DISTINCT m.name
[Lisa Langseth] directed which films	AD_HOC NODE_PROPERTY_ENTITIES which NODE_LABEL_ENTITIES	AD_HOC directed_by which Movie	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Lisa Langseth') RETURN DISTINCT m.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(d.name) = toLower('Lisa Langseth') RETURN DISTINCT m.name
who acted in [First Snow]	who act in AD_HOC	who acted in AD_HOC	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('First Snow') RETURN DISTINCT a.name	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('First Snow') RETURN DISTINCT a.name
who acted in the movie [Singin' in the Rain]	who act in the NODE_LABEL_ENTITIES AD_HOC	who acted in the Movie AD_HOC	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('Singin'' in the Rain') RETURN DISTINCT a.name	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('Singin'' in the Rain') RETURN DISTINCT a.name
who are the actors in [War Horse]	who are the NODE_LABEL_ENTITIES in AD_HOC	who are the Actor in AD_HOC	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('War Horse') RETURN DISTINCT a.name	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('War Horse') RETURN DISTINCT a.name
the movie [Puppet Master vs Demonic Toys] starred who	the NODE_LABEL_ENTITIES AD_HOC NODE_PROPERTY_ENTITIES who	the Movie AD_HOC starred_actors who	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('Puppet Master vs Demonic Toys') RETURN DISTINCT a.name	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('Puppet Master vs Demonic Toys') RETURN DISTINCT a.name
who stars in [The Fourth Kind]	who NODE_PROPERTY_ENTITIES in AD_HOC	who starred_actors in AD_HOC	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('The Fourth Kind') RETURN DISTINCT a.name	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('The Fourth Kind') RETURN DISTINCT a.name
who starred in [Up in Arms]	who NODE_PROPERTY_ENTITIES in AD_HOC	who starred_actors in AD_HOC	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('Up in Arms') RETURN DISTINCT a.name	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('Up in Arms') RETURN DISTINCT a.name
the film [Pennies from Heaven] starred which actors	the NODE_LABEL_ENTITIES AD_HOC NODE_PROPERTY_ENTITIES which NODE_LABEL_ENTITIES	the Movie AD_HOC starred_actors which Actor	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('Pennies from Heaven') RETURN DISTINCT a.name	MATCH (m:Movie)-[r]-(a:Actor) WHERE toLower(m.name) = toLower('Pennies from Heaven') RETURN DISTINCT a.name
who directed the movie [Make the Yuletide Gay]	who NODE_PROPERTY_ENTITIES the NODE_LABEL_ENTITIES AD_HOC	who directed_by the Movie AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Make the Yuletide Gay') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Make the Yuletide Gay') RETURN DISTINCT d.name
who is the director of [The Blind Sunflowers]	who is the NODE_LABEL_ENTITIES of AD_HOC	who is the Director of AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Blind Sunflowers') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Blind Sunflowers') RETURN DISTINCT d.name
which person directed [The Incident]	which person NODE_PROPERTY_ENTITIES AD_HOC	which person directed_by AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Incident') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Incident') RETURN DISTINCT d.name
who's the director of [Hurt]	who the NODE_LABEL_ENTITIES of AD_HOC	who's the Director of AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Hurt') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Hurt') RETURN DISTINCT d.name
who was the director of [The Beast of Yucca Flats]	who was the NODE_LABEL_ENTITIES of AD_HOC	who was the Director of AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Beast of Yucca Flats') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Beast of Yucca Flats') RETURN DISTINCT d.name
the director of [Blind] was	the NODE_LABEL_ENTITIES of AD_HOC was	the Director of AD_HOC was	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Blind') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Blind') RETURN DISTINCT d.name
who is listed as director for [The Black Dahlia]	who is list as NODE_LABEL_ENTITIES for AD_HOC	who is listed as Director for AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Black Dahlia') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Black Dahlia') RETURN DISTINCT d.name
who is the director for [Either Way]	who is the NODE_LABEL_ENTITIES for AD_HOC	who is the Director for AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Either Way') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Either Way') RETURN DISTINCT d.name
who is the director that directed [My Dear Secretary]	who is the NODE_LABEL_ENTITIES that NODE_PROPERTY_ENTITIES AD_HOC	who is the Director that directed_by AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('My Dear Secretary') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('My Dear Secretary') RETURN DISTINCT d.name
who directed the film [Fireproof]	who NODE_PROPERTY_ENTITIES the NODE_LABEL_ENTITIES AD_HOC	who directed_by the Movie AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Fireproof') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Fireproof') RETURN DISTINCT d.name
the film [The Marriage of Maria Braun] was directed by who	the NODE_LABEL_ENTITIES AD_HOC was NODE_PROPERTY_ENTITIES by who	the Movie AD_HOC was directed_by by who	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Marriage of Maria Braun') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Marriage of Maria Braun') RETURN DISTINCT d.name
who was [The Skin Game] directed by	who was AD_HOC NODE_PROPERTY_ENTITIES by	who was AD_HOC directed_by by	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Skin Game') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('The Skin Game') RETURN DISTINCT d.name
who directed [Westworld]	who NODE_PROPERTY_ENTITIES AD_HOC	who directed_by AD_HOC	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Westworld') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Westworld') RETURN DISTINCT d.name
the director of [Postman Blues] was who	the NODE_LABEL_ENTITIES of AD_HOC was who	the Director of AD_HOC was who	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Postman Blues') RETURN DISTINCT d.name	MATCH (m:Movie)-[r]-(d:Director) WHERE toLower(m.name) = toLower('Postman Blues') RETURN DISTINCT d.name
what sort of film is [The Well-Digger's Daughter]	what sort of NODE_LABEL_ENTITIES is AD_HOC	what sort of Movie is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('The Well-Digger''s Daughter') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('The Well-Digger''s Daughter') RETURN DISTINCT g.name
what kind of film is [Road to Morocco]	what kind of NODE_LABEL_ENTITIES is AD_HOC	what kind of Movie is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Road to Morocco') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Road to Morocco') RETURN DISTINCT g.name
what genre is [WolfCop] in	what NODE_LABEL_ENTITIES is AD_HOC in	what Genre is AD_HOC in	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('WolfCop') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('WolfCop') RETURN DISTINCT g.name
what sort of movie is [Stonewall Uprising]	what sort of NODE_LABEL_ENTITIES is AD_HOC	what sort of Movie is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Stonewall Uprising') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Stonewall Uprising') RETURN DISTINCT g.name
what is the genre for [The Hidden Face]	what is the NODE_LABEL_ENTITIES for AD_HOC	what is the Genre for AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('The Hidden Face') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('The Hidden Face') RETURN DISTINCT g.name
what genre of movie is [Doomwatch]	what NODE_LABEL_ENTITIES of NODE_LABEL_ENTITIES is AD_HOC	what Genre of Movie is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Doomwatch') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Doomwatch') RETURN DISTINCT g.name
what was the genre of [You'll Never Get Rich]	what was the NODE_LABEL_ENTITIES of AD_HOC	what was the Genre of AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('You''ll Never Get Rich') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('You''ll Never Get Rich') RETURN DISTINCT g.name
what genre does [Unmistaken Child] fall under	what NODE_LABEL_ENTITIES doe AD_HOC fall under	what Genre does AD_HOC fall under	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Unmistaken Child') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Unmistaken Child') RETURN DISTINCT g.name
what is the genre of [Cars 2]	what is the NODE_LABEL_ENTITIES of AD_HOC	what is the Genre of AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Cars 2') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Cars 2') RETURN DISTINCT g.name
what is the genre of the film [Fired Up!]	what is the NODE_LABEL_ENTITIES of the NODE_LABEL_ENTITIES AD_HOC	what is the Genre of the Movie AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Fired Up!') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Fired Up!') RETURN DISTINCT g.name
what is the genre of the movie [True Heart Susie]	what is the NODE_LABEL_ENTITIES of the NODE_LABEL_ENTITIES AD_HOC	what is the Genre of the Movie AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('True Heart Susie') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('True Heart Susie') RETURN DISTINCT g.name
what type of movie is [Zero Tolerance]	what NODE_PROPERTY_ENTITIES of NODE_LABEL_ENTITIES is AD_HOC	what has_genre of Movie is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Zero Tolerance') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Zero Tolerance') RETURN DISTINCT g.name
what film genre is [The Living Sea]	what NODE_LABEL_ENTITIES NODE_LABEL_ENTITIES is AD_HOC	what Movie Genre is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('The Living Sea') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('The Living Sea') RETURN DISTINCT g.name
what was the genre of the movie [Gen¹³]	what was the NODE_LABEL_ENTITIES of the NODE_LABEL_ENTITIES AD_HOC	what was the Genre of the Movie AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Gen¹³') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Gen¹³') RETURN DISTINCT g.name
what genre of film is [Seconds]	what NODE_LABEL_ENTITIES of NODE_LABEL_ENTITIES is AD_HOC	what Genre of Movie is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Seconds') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Seconds') RETURN DISTINCT g.name
what type of film is [The Kid Brother]	what NODE_PROPERTY_ENTITIES of NODE_LABEL_ENTITIES is AD_HOC	what has_genre of Movie is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('The Kid Brother') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('The Kid Brother') RETURN DISTINCT g.name
what is the genre for the film [Tanner Hall]	what is the NODE_LABEL_ENTITIES for the NODE_LABEL_ENTITIES AD_HOC	what is the Genre for the Movie AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Tanner Hall') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Tanner Hall') RETURN DISTINCT g.name
what kind of movie is [Big Nothing]	what kind of NODE_LABEL_ENTITIES is AD_HOC	what kind of Movie is AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Big Nothing') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Big Nothing') RETURN DISTINCT g.name
what is the genre for the movie [Lucky You]	what is the NODE_LABEL_ENTITIES for the NODE_LABEL_ENTITIES AD_HOC	what is the Genre for the Movie AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Lucky You') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Lucky You') RETURN DISTINCT g.name
what was the genre of the film [Bad Boys]	what was the NODE_LABEL_ENTITIES of the NODE_LABEL_ENTITIES AD_HOC	what was the Genre of the Movie AD_HOC	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Bad Boys') RETURN DISTINCT g.name	MATCH (m:Movie)-[r]-(g:Genre) WHERE toLower(m.name) = toLower('Bad Boys') RETURN DISTINCT g.name
what language is [Sarraounia] in	what NODE_LABEL_ENTITIES is AD_HOC in	what Language is AD_HOC in	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Sarraounia') RETURN DISTINCT l.name	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Sarraounia') RETURN DISTINCT l.name
what is the language spoken in the movie [Only God Forgives]	what is the NODE_LABEL_ENTITIES spoken in the NODE_LABEL_ENTITIES AD_HOC	what is the Language spoken in the Movie AD_HOC	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Only God Forgives') RETURN DISTINCT l.name	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Only God Forgives') RETURN DISTINCT l.name
what is the primary language in the film [Giliap]	what is the primari NODE_LABEL_ENTITIES in the NODE_LABEL_ENTITIES AD_HOC	what is the primary Language in the Movie AD_HOC	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Giliap') RETURN DISTINCT l.name	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Giliap') RETURN DISTINCT l.name
what is the main language in [Jane Eyre]	what is the main NODE_LABEL_ENTITIES in AD_HOC	what is the main Language in AD_HOC	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Jane Eyre') RETURN DISTINCT l.name	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Jane Eyre') RETURN DISTINCT l.name
what is the primary language in [Godzilla vs. Megalon]	what is the primari NODE_LABEL_ENTITIES in AD_HOC	what is the primary Language in AD_HOC	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Godzilla vs. Megalon') RETURN DISTINCT l.name	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Godzilla vs. Megalon') RETURN DISTINCT l.name
what is the language spoken in [Joker]	what is the NODE_LABEL_ENTITIES spoken in AD_HOC	what is the Language spoken in AD_HOC	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Joker') RETURN DISTINCT l.name	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Joker') RETURN DISTINCT l.name
what is the language spoken in the film [Carmina or Blow Up]	what is the NODE_LABEL_ENTITIES spoken in the NODE_LABEL_ENTITIES AD_HOC	what is the Language spoken in the Movie AD_HOC	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Carmina or Blow Up') RETURN DISTINCT l.name	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Carmina or Blow Up') RETURN DISTINCT l.name
what language is the movie [Taffin] in	what NODE_LABEL_ENTITIES is the NODE_LABEL_ENTITIES AD_HOC in	what Language is the Movie AD_HOC in	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Taffin') RETURN DISTINCT l.name	MATCH (m:Movie)-[r]-(l:Language) WHERE toLower(m.name) = toLower('Taffin') RETURN DISTINCT l.name
what terms are applicable to [Miss Austen Regrets]	what term are applic to AD_HOC	what terms are applicable to AD_HOC	MATCH (m:Movie) WHERE toLower(m.name) = toLower('Miss Austen Regrets') UNWIND m.has_tags AS term RETURN DISTINCT term	MATCH (m:Movie) WHERE toLower(m.name) = toLower('Miss Austen Regrets') UNWIND m.has_tags AS term RETURN DISTINCT term
